,age,detailQuestion,level1Name,level2Name,question,sex
1360,15岁,孩子失眠多梦  上课经常打瞌睡  影响正常学习,精神科,精神科综合,孩子失眠多梦上课经常打瞌睡影响正常学习,女
1361,28,失眠多梦 白天嗜睡 脱发,精神科,精神科综合,失眠多梦 白天嗜睡 脱发,男
1362,19岁,最近问了几个心理医生，而且最近的情绪喜怒无常，非常悲观，脾气非常暴躁，我不知道我自己怎么了,精神科,精神科综合,抑郁症怎么办？,女
1363,30岁,夜里，起夜五六次，口发干，多梦,精神科,精神科综合,起夜多，夜里口干，多梦,男
1364,30岁,好像自己患焦虑症了！,精神科,精神科综合,好像自己患焦虑症了！,女
1365,21岁,焦虑症，病发手抖的厉害等症状怎么快速缓解？,精神科,精神科综合,焦虑症，病发手抖的厉害等症状怎么快速缓解,男
1366,24岁,焦虑症是怎样引起的，慢性焦虑症该如何应对。我的焦虑症引发最严重的那次是在2018年5月10日，上班时间，那天网管过来安装新买的电脑，有一个分歧的事找我协调，然后就出现了焦虑症状（感觉自己进入了一个虚拟世界，心跳加快，呼吸急促，胃痉挛，手脚发麻，随时要晕倒在地）之后RSHWHO【渡氧】帮助我缓解了这种情绪，那我还要继续吃RSHWHO【渡氧】吗？,精神科,精神科综合,焦虑症是怎样引起的慢性焦虑症该如何应对,男
1367,16岁,我现在每天都出现胡思乱想坐立不安面肌紧张，眨眼睛咬牙齿坐一会儿就感觉浑身难受想站起来，这样是不是焦虑症的表现啊？，那如果是焦虑症的话会不会好啊？发病时间是2019.9.9日现在已经有一个月了还没好，现在想去医院看但是不知道挂什么科,精神科,精神科综合,我现在每天都出现胡思乱想坐立不安面肌紧张,男
1368,18岁,精神障碍，失眠前言不搭后语,精神科,精神科综合,精神障碍，失眠前言不搭后语,男
1369,33岁,焦虑症治疗五年，吃盐酸帕罗西汀和奥氮平，现在反应比正常慢很多，记忆力也非常差，治愈真的能和正常一样的反应一样的记忆力吗？都治疗五年了，大概要治多久，谢谢,精神科,精神科综合,焦虑症治疗五年，吃盐酸帕罗西汀和奥氮平，,男
1370,27岁,我这个月才满27岁，年初才跟男朋友分手，这下好了，年底又要回老家被逼婚，为什么没有人想一想我在外面的压力有多大？一直都很焦虑，很无助。我快应付不了 我现在的生活了，晚上甚至不能睡一个安稳觉。过生日我给自己的礼物是RSHWHO【渡氧】说是可以促进脑中多巴胺释放有助于减轻工作压力，抗焦虑。最起码让我睡个好觉，我已经谢天谢地了。<br />还需要吃什么预防焦虑？,精神科,精神科综合,谷维素治疗焦虑症吗?度洛西汀治疗焦虑症?,女
1371,38岁,患了焦虑症，白天好好的，为啥到夜里心慌睡不这,精神科,精神科综合,患了焦虑症，白天好好的，为啥到夜里心慌睡,女
1372,26,医生，我堂姐今年26岁，她有焦虑恐惧症，所以她没有去工作，在家静养，然后平时有吃一些西药，可是好像效果没有那么好，我想问问治疗焦虑恐惧症需要服用什么中药？,精神科,精神科综合,治疗焦虑恐惧症需要服用什么中药？,女
1373,35,最近感觉神经状态不佳，总是萎靡不振，天天做梦怎么办?精神衰弱怎么办?,精神科,精神科综合,天天做梦怎么办 神经衰弱,男
1374,25,我下个月就要结婚了，我很害怕性生活。因为我是一个比较怕疼的人，每次有一个小伤口，我都疼得很厉害。医生，你好，请问初夜怎么办？如何减轻恐惧心理？,精神科,精神科综合,初夜怎么办？如何减轻恐惧心理？,女
1375,16,我发现自己好像是有考前忧虑症，已临近考试，我就紧张得不得了了，而且会反反复复做同一件事情，有时是上厕所，有时候是擦东西，是哪种心理疾病？,精神科,精神科综合,焦虑症是哪种心理疾病？,男
1376,23,医生你好，我今年23岁。最近感觉我对身边的事情都特别的焦虑。感觉每一件事情特别的担心，今天终于恐怖性发错作了。医生，我患了焦虑症恐怖性发作，怎么办？,精神科,精神科综合,我患了焦虑症恐怖性发作，怎么办？,女
1377,24,医生您好，我是一个男性，今年二十四岁。最近不知道为什么，自己特别狂躁，去医院检查才知道，原来是患上了狂躁症，所以就想问一下您，躁狂症如何治疗？,精神科,精神科综合,躁狂症如何治疗?,男
1378,48岁,感觉自己动不动就会焦虑，很小的事情也会焦虑，一直这样下去我会得病吗？,精神科,精神科综合,经常焦虑会导致疾病发生吗,女
1379,30岁,很多人都说我整天神经兮兮的，其实我自己一旦感觉就没有，就是觉得有点不正常，最近经常头痛，是不是跟我的精神状态有关？,精神科,精神科综合,神经质会不会头痛,男
1380,29岁,我最近经常感觉一个人很焦虑，不知道经常感到焦虑是什么病引起的？,精神科,精神科综合,经常感到焦虑是什么病引起的,女
1381,36岁,这段时间我的工作业务经常完成不了，所以我心情很焦虑，时间久了我就经常头晕，这样会得高血压吗？,精神科,精神科综合,心情焦虑会不会得高血压,男
1382,24岁,刚开始只是节食减肥，但现在竟然变成了厌食症，这病是怎么回事？,精神科,精神科综合,厌食症是怎么回事,女
1383,38岁,听到警笛声，我就有一种紧张恐惧的感觉，恐惧会对大脑产生什么样的影响？,精神科,精神科综合,恐惧会对大脑产生什么样的影响,男
1384,52岁,我最近月经不来去体检医生说是信息焦虑综合症，这个病状有哪些症状呢？,精神科,精神科综合,信息焦虑综合症有哪些症状,男
1385,36岁,我会因为一些事情，把自己弄得很紧张和焦虑，这个时候还能继续学习吗？,精神科,精神科综合,紧张焦虑还能继续学习吗,男
1386,26岁,我春天很容易过敏，去看医生的时候，医生让我要注意缓解压力，减轻焦虑，过敏症患者怎样进行交流？,精神科,精神科综合,过敏症患者怎样减轻焦虑,女
1387,32岁,无意间在网上看到说广告员很容易得信息焦虑综合症，我想了解一下，信息焦虑综合症有什么症状？,精神科,精神科综合,信息焦虑综合症有什么症状,女
1388,80岁,外公做事总是很焦虑，很担心这样会影响他的健康，焦虑会影响到长寿吗？,精神科,精神科综合,焦虑影响长寿吗,男
1389,77岁,年级大了，最近经常嗜睡，睡了一晚上，起床之后还觉得困，白天还要再睡好几个小时，那嗜睡情况比较严重该怎么办呢？,精神科,精神科综合,嗜睡情况比较严重怎么办,男
1390,67岁,平常的时候都没事儿，但是近十天以来，每天睡觉可以达到15个小时，还困的不行，是不是我身体出现了什么情况？应该怎么办呢？,精神科,精神科综合,发现老人嗜睡应该怎么办,男
1391,26岁,可能因为工作不如意，现在经常对生活焦虑和悲观，这种情绪对人体有什么伤害？,精神科,精神科综合,焦虑和悲观对人体有什么伤害,女
1392,35岁,最近压力太大了，总觉得头晕，去医院查出是神经衰弱所致，朋友让我买点红枣来吃，有用吗？,精神科,精神科综合,神经衰弱吃红枣有没有用,女
1393,28岁,每次来大姨妈，我就觉得全身乏力，也有些嗜睡，吃什么食物可以改善？,精神科,精神科综合,乏力嗜睡吃什么能改善,女
1394,27岁,我发现老婆生完孩子后有点健忘了，很多事情都记不住，我朋友让我多给她吃点龙眼肉，真能治疗健忘吗？,精神科,精神科综合,吃龙眼可以治疗健忘症吗,女
1395,33岁,我一直喝酒，最近总是失眠头晕，检查神经衰弱，神经衰弱吃什么改善？,精神科,精神科综合,神经衰弱吃什么改善,男
1396,23岁,我吃东西不节制，有暴饮暴食的倾向，我该怎么办呢？,精神科,精神科综合,暴饮暴食症的患者该怎么办呢,女
1397,40岁,我最近工作压力很大，经常会感觉非常焦虑，医生建议我多吃些牛油果，为什么牛油果可以缓解焦虑？,精神科,精神科综合,为什么牛油果可以缓解焦虑,女
1398,32岁,我看到家里面有一些桂皮，不过我患有焦虑症，焦虑症患者能吃桂皮吗？,精神科,精神科综合,焦虑症患者可以吃桂皮吗,女
1399,26岁,我最近心情特别焦虑，医生让我配合治疗的同时注意饮食，患有焦虑症可以吃丁香吗？,精神科,精神科综合,患有焦虑症可以吃丁香吗,女
1400,37岁,我最近被工作的事情弄的有点神经衰弱，吃黄花菜的叶子有没有效果？,精神科,精神科综合,神经衰弱吃黄花菜叶子有用吗,女
1401,29岁,我是一个比较容易焦虑的人，吃什么食物能让人远离焦虑呢？,精神科,精神科综合,吃什么食物能让人远离焦虑呢,女
1402,28岁,我平时工作压力很大，家里事情又很多，有点神经衰弱，可以通过饮食调整吗？,精神科,精神科综合,神经衰弱易敏感可以食疗调理吗,女
1403,32岁,我最近有些神经衰弱，为什么不能饮茶呢，什么茶都不可以吗？,精神科,精神科综合,神经衰弱为什么不能饮茶,女
1404,37岁,我最近总是恍惚头晕，检测神经衰弱，神经衰弱吃哪些食物调理？,精神科,精神科综合,神经衰弱吃哪些食物调理,男
1405,28岁,今天上班要迟到了非常焦虑就喝了一杯咖啡后更加焦虑不安了，喝咖啡会更加焦虑吗？,精神科,精神科综合,喝咖啡会让人更焦虑吗,男
1406,35岁,我近来有些神经衰弱，我还可以喝绿茶吗，或者可以喝一些其他的茶吗？,精神科,精神科综合,神经衰弱适合喝茶吗,女
1407,35岁,这两天压力比较大，焦虑严重，经常晚上睡不着觉，神经衰弱严重，哪些食物多吃可以缓解？,精神科,精神科综合,神经衰弱吃什么可以缓解,男
1408,15岁,经常因为一些小事感到十分的烦躁焦虑觉得好像什么事都针对我很想自杀但是到了那一步又下不去手我虽然才十五岁，但是因为是孤儿所以自己一个人生活已经很久了所以我想知道会不会跟平时工作的压力有关,心理,心理咨询,经常因为小事情感到烦躁焦虑怎么办,女
1409,8岁,我家儿子注意力不集中，好动，小动作多，,心理,心理咨询,我家儿子注意力不集中，小动作多，写作业马,男
1410,28岁,这几天心里像压了快大石头一样，一点点事就哭个不停，心里堵得难受，感觉心脏压的疼，近两三个月一直注意力不集中，工作中老是犯错，刚做的事转头就忘了，每天情绪低落，对什么都提不起兴趣，压抑的很，脑袋一直昏昏沉沉的，睡眠很好，就是老是做梦,心理,心理咨询,胸闷，心烦，注意力不集中,女
1411,24岁,情绪波动后，头疼，心脏疼，左半身无力，左手尤为明显，左手小拇指发麻,心理,心理咨询,情绪波动后，头疼，心脏疼，左半身无力，左,男
1412,17岁,时常情绪低落，经常失眠，记忆力衰退，反应能力反应能力下降，头发掉好多，偶尔有厌食，经常自己一个人哭，回想好多不好的事，超级自卑，超级卑微，偶尔会有轻生,心理,心理咨询,时常情绪低落，经常失眠，记忆力衰退，反应,女
1413,15岁,常出现因为一些小事感到十分焦虑，烦躁同时产生暴力想法和轻度自虐行为,心理,心理咨询,常出现因为一些小事感到十分焦虑，烦躁同时,女
1414,40岁, <h5>病情描述（发病时间、主要症状、症状变化等）：</h5>最近总是感觉到焦虑不安，有一个当医生的朋友说是焦虑症，我想问问有没有什么中药缓解焦虑，不想用西药。</p>,心理,心理咨询,焦虑在中医里叫什么病，有什么好的中药缓解,男
1415,21岁,高三时候因为压力大，情绪低落，用眼过度有点眼底出血，当时吃了点药，具体是啥药忘了，然后眼前大面积黑影没了，偶尔眼前会有点点飞来飞去，随着眼球转他就动，好像是飞蚊症，当时也没管。到现在已经四年了，偶尔还会有，想问下有什么生活方面的措施来缓解一下！,心理,心理咨询,飞蚊症，就这样！,男
1416,43岁, <h5>病情描述（发病时间、主要症状、症状变化等）：</h5>前一段时间总感觉自己很焦虑，总感觉肠胃不舒服，我想问问我是治疗肠胃还是吧焦虑治疗解决了肠胃就好了？</p>,心理,心理咨询,焦虑引起的胃肠紊乱该怎么办,男
1417,16岁,我想知道我现在的心理到底是不是健康的，情绪低落连续两周了，有自残现象，看着自己流血和疼痛有放松感，失眠五天大概明天晚上四点后进入睡眠，浅眠。有事不想与别人沟通，总是又想哭的感觉。,心理,心理咨询,不知道自己是不是有抑郁症,女
1418,43岁,医生：您好！我患焦虑紧张症多年！吃舒肝解郁胶囊半年，近期心电24小时监测，最大心率149，最小46，请问怎么办好呢？,心理,心理咨询,我焦虑紧张多年，吃舒肝解郁胶囊半年！,女
1419,24岁,间歇性失眠，好不容易睡着一两天又开始漫长的五六天连续失眠，工作生活都已经严重被影响，只要有人的地方我就会很紧张很压迫说话都理不清大脑一片混乱，甚至连认识的人也会控制不住各种不自在小动作甚至控制不住想哭突然间，经常有自杀想法，只有自己一个人呆着时候最轻松，一出去外面就是特别压抑感觉,心理,心理咨询,抑郁严重患者,女
1420,27岁,连续三四天整晚整晚的睡不着，情绪特别焦虑易怒，也不怎么想跟沟通，医生我是不是有点抑郁症的倾向？,心理,心理咨询,失眠焦虑，情绪易怒,女
1421,20岁,想自杀，昨晚喝了二百毫升酒，二十颗头孢，目前只是头轻微疼，有事吗,心理,心理咨询,头孢配酒，七个小时了，目前轻微头痛,女
1422,22岁,这一年来变化特别大情绪化非常严重特别特别易怒因为一点很小的事情情绪崩溃，莫名其妙大哭，又歇斯底里 敏感到什么事都会多想。情绪崩溃起来是真的控制不住，每次崩溃都努力的让自己冷静下来，但真的真的没法控制。 真的觉得没有人能理解我 。最主要是失眠 一直靠褪黑素入眠， 睡眠质量差到爆炸 ，一点点声响能让我睡不着 ，甚至把我瞬间惊醒 。很害怕真的不知道以后怎么办 。怎么也开心不起来 。以前喜欢看电视剧打打吃鸡 现在真的完全提不起兴趣 说话做事都非常偏激 说起来特别可悲 情绪每次发作是真的想死 想拿刀划几刀 但不敢啊伤疤多难看 还会被人各种议论 。妈妈给我买了RSHWHO渡氧后真的是缓解了我的这种情绪，慢慢的找到了以前开心的自己，我还要服用多久停止呢？,心理,心理咨询,如何克服焦虑心理，焦虑症是怎么回事？,女
1423,19岁,已经被确诊为双相情感障碍，陷入到抑郁的情绪中差不多有两个星期，然后突然间变得话特别多，嗯，很亢奋，这是正常的表现还是躁狂的表现,心理,心理咨询,已经被确诊为双相情感障碍，陷入到抑郁的情,女
1424,20岁,经常烦躁易怒，心神不宁，心慌心悸。总觉得很累，困，干什么都没精神，睡着后梦多，醒了还会觉得更疲惫。高兴不起来，但是又会有段时间突然很高兴，很兴奋。然后过段干什么都好像挺有劲的，但是过段时间又会恢复疲惫状态，说话时经常出现话说一半卡几秒的情况，感觉人笨了很多。大便有时候拉不出肚子不舒服，有时候会腹泻，且总觉得排不尽。此外经常嗳气，反胃，肠鸣，打嗝，肚子疼。咽喉有时会觉得有东西咽不下去，一直感觉像有痰卡着一样，胸口一直很闷感觉好像有气堵在那里下不去,心理,心理咨询,心烦气躁，多梦，喉咙总是不舒服感觉有东西,女
1425,31岁,总是觉得心情不好，很难过，开心不起来，郁郁寡欢，失眠，家庭不幸福，身心疲惫,心理,心理咨询,产后抑郁症，长时间压抑，抱怨怎么办。,女
1426,18岁,长期心情低落，大概一年多（保守），很难完全开心，严重时会想哭，有焦虑不安的感觉,心理,心理咨询,长期抑郁心情,男
1427,18岁,想吃药自杀，就是那个没有疼痛的，安眠药是买不到,心理,心理咨询,想吃药自杀，就是那个没有疼痛的，安眠药是,男
1428,45岁,失眠、工作压力，家庭、感情压力大,心理,心理咨询,失眠，家庭感情问题,男
1429,30岁,有时候心情不好时，只要别人不顺从我的意愿来，我就会特烦躁暴躁然后不讲理听不进去别人的劝告乱发脾气，甚至和别人吵架打仗，过着这个劲后就会好了反思自己做的不对，又不好意思承认自己错了就会很犟！感觉平时特自卑什么都没有别人做得好！单独一个人时候会很孤独，想轻生，感觉我的生活让我过的一团糟事事无成。,心理,心理咨询,心理问题，抑郁，自卑，有时候脾气不受控制,男
1430,65岁,男性65岁，这几天出现焦虑情绪而且恐慌情绪,心理,心理咨询,男65岁，这几天出现焦虑不安的情绪，心慌,男
1431,19岁,吃了两个星期的双相情感障碍的药，包括治疗稳定失眠的药，现在发生了严重的情绪低落，每一天都在哭，甚至出现了轻微的幻觉，呕吐特别严重，特别敏感，怎么办？,心理,心理咨询,头晕呕吐情绪低落特想哭,女
1432,22岁,你好，医生。我是一名刚毕业的大学生，以前很开朗很自信话多人堆中的笑宝，不知不觉中换了抑郁症，还有社交恐惧症，最近几个月越来越严重，看见人就害怕，不敢抬头，没有自信，注意力一直无法集中大脑很焦虑，随便一件事现在都看的很重哪怕一句话，都会生气，想半天，想着想着就是满脸不高兴的样子，无法控制住。什么情绪都在脸上，有时候莫名的感觉世界都是灰色情不自禁的想哭，看着人都希望获取他们的同情，根本无法正常的交流，有时候想克服自己逼自己一定要和比人说话，眼睛一定要看着别人，别人对自己说话的时候一直看着别人注意力无法集中。最近一个月越来越严重，现在有了眼睛注视的障碍导致现在根本就没有办法与人交流，更没有什么感情，很孤独。就这样和以前很好的朋友耍，我经常因为害怕，恐惧，注意力无法集中，老是一脸无法控制的不高兴，不安逸别人的表情。感觉自己在哪里哪里都不会有开心，自己就是一个多余的人，破坏别人的气氛。感觉所有和我交流过的朋友都已经疏远了，没有一个人能说话的朋友了。变得很自卑，一天没精神很疲倦的样子，一点自信都没有，懒得什么事哪怕家里出了事感觉也没什么，对任何东西都没兴趣，觉得做任何事情都没有意义治疗大约要多少钱,心理,心理咨询,抑郁症社交恐惧症，对视障碍22岁,男
1433,23岁,心理医生说女儿现在的情况是身体变形障碍，他这种病和强迫症有区别吗？,心理,强迫症,身体变形障碍和强迫症有区别吗,女
1434,32岁,我最近总是反复出现一些想法和念头，很多事情必须反复确认多次。。怀疑自己是不是有强迫症。常见的强迫观念和强迫行为有哪些？,心理,强迫症,常见的强迫观念和强迫行为有哪些,女
1435,5岁,心理医生说我家孩子的情况是强迫症，但我最近发现他会出现焦虑的现象，强迫症儿童也会出现焦虑吗？,心理,强迫症,强迫症儿童会出现焦虑吗,女
1436,31岁,离婚后，我的心情就一直不好，脾气也变得很怪，结果被查出患有强迫症，那强迫症患者的哪些症状属于抑郁症？,心理,强迫症,强迫症患者的哪些症状属于抑郁症,女
1437,30岁,我姐姐患有强迫症，强迫症患者有焦虑的表现吗？,心理,强迫症,强迫症患者有焦虑表现吗,女
1438,30岁,我有强迫症，很怕脏多疑，搞得自己好累，强迫症怕脏多疑是什么原因？,心理,强迫症,强迫症怕脏多疑是什么原因,男
1439,33岁,我偶尔会出现一些强迫的行为，害怕自己是强迫症，正常的强迫行为和强迫症有区别吗？,心理,强迫症,正常人偶尔的强迫行为与强迫症的区别,男
1440,25岁,最近总是有种被强迫的感觉，可能是强迫性思维，想问下它是怎么形成的,心理,强迫症,强迫性联想是怎么形成的,男
1441,10岁,最近老师反应孩子上课老是咬指甲，说了也不听，医生说这是一种强迫行为，强迫行为指哪些？,心理,强迫症,强迫行为是指哪些,男
1442,29岁,强迫症跟分离性焦虑症症状一样吗？两者有什么区别？,心理,强迫症,强迫症跟分离性焦虑症有区别吗,女
1443,26岁,我表弟经常逃课去网吧上网，到底形成网络成瘾的主要原因是什么呢？,心理,网络成瘾,网络成瘾的主要原因是,男
1444,15,网络成瘾的诊断标准是什么？我觉得我小孩老是沉迷在电脑和手机之间，现在学习退步了很多，我这孩子是不是属于网瘾呢？网瘾的诊断标准是什么？小孩子如果得了这个网瘾了要咋搞？,心理,网络成瘾,网络成瘾的诊断标准是什么？,男
1445,15,你好，医生，我儿子今年15岁，一回到家就在电脑旁坐半天，不然就是拿着手机在玩。医生，什么叫网络成瘾？玩多久网络才算是上瘾？怎么区别网络成瘾与正常用网络？,心理,网络成瘾,什么叫网络成瘾？,男
1446,37岁,请问医生，专业治疗网络成瘾症的医院哪家比较好，怎么治疗呢？ 曾经的治疗情况和效果：以前没有想得到怎样的帮助：请问医生，专业治疗网络成瘾症的医院哪家比较好，怎么治疗呢？,心理,网络成瘾,专业治疗网络成瘾症的医院,女
1447,37岁,请问医生，专业治疗网络成瘾症的医院哪家比较好，怎么治疗呢？ 曾经的治疗情况和效果：以前没有想得到怎样的帮助：请问医生，专业治疗网络成瘾症的医院哪家比较好，怎么治疗呢？,心理,网络成瘾,专业治疗网络成瘾症的医院,女
1448,34,我网络成瘾，我很头疼不知道如何是好，我想知道，我这种情况，我该怎么办呢？,心理,网络成瘾,网络成瘾怎么办呢,男
1449,20,我发现我最近一醒来就想去上网，我自己也控制不了，去医院检查说是网瘾，请问这个病的心理机制是什么？,心理,网络成瘾,网络成瘾的心理机制是什么,男
1450,18,我正是学习的时候，但是现在上网成瘾了，自己都控制不住，这要怎么治疗？,心理,网络成瘾,网络成瘾的治疗方法是什么,男
1451,13,我孩子最近爱打游戏，而且不知道学习，请问下网络成瘾的表现有哪些？,心理,网络成瘾,网络成瘾的表现是,女
1452,21,最近大学生沉迷网络游戏的现象越来越严重，大学生容易网络成瘾是因为什么？,心理,网络成瘾,大学生容易网络成瘾是因为什么,女
1453,20,我迷恋网络，家人说我可能得了网络成瘾综合症，我想知道网络成瘾综合症的症状有哪些？,心理,网络成瘾,网络成瘾综合症症状,男
1454,17,网络成瘾症是随着互联网技术的迅猛发展而出现的一种现象属于网络成瘾的表现有哪些？,心理,网络成瘾,属于网络成瘾的表现有哪些,男
1455,19,我一直玩电脑，好像已经养成了一种网瘾。这种情况，我应该怎么办呢？,心理,网络成瘾,网络成瘾怎么办,男
1456,17,我们家老二每天都沉迷于网络游戏，无心学习。请问现在对于网瘾少年心理层面的应对策略是什么？,心理,网络成瘾,网络成瘾心理层面的应对策略的是什么,男
1457,35,现在的小孩儿从小就迷恋游戏上网成瘾，有什么预防网络成瘾的最好方法没？,心理,网络成瘾,预防网络成瘾的最好方法,男
1458,25,我近段时间发现许多大学生都对网络成瘾。请问有什么对策可以应付这种情况？,心理,网络成瘾,应付大学生网络成瘾的对策有什么,男
1459,20,最近我儿子很喜欢玩游戏，只要在家肯定就坐在电脑前打游戏，已经成瘾了这种病怎么治疗好？,心理,网络成瘾,大学生网络成瘾的治疗方法,男
1460,25,我现在一回家就想玩手机，感觉是网络成瘾了。请问网络成瘾的主要症状有哪些？,心理,网络成瘾,网络成瘾的主要症状是什么,男
1465,20岁,网络成隐同时有研究认为网络成瘾与其他精神心理问题如抑郁、冲动控制障碍、低自我评价等，或者与糟糕的社会关系、缺乏朋友、对外表的不满和残疾等个人生活因素有关。具有成瘾倾向的个体在患网络成瘾前有明显的个性特质，如过分害羞、内向和社会退缩等。麻烦医生帮我说说这个意思是什么?,心理,网络成瘾,网络成隐同时有研究认为网络成瘾与其他精神,女
1466,20岁,网络成隐同时有研究认为网络成瘾与其他精神心理问题如抑郁、冲动控制障碍、低自我评价等，或者与糟糕的社会关系、缺乏朋友、对外表的不满和残疾等个人生活因素有关。具有成瘾倾向的个体在患网络成瘾前有明显的个性特质，如过分害羞、内向和社会退缩等。麻烦医生帮我说说这个意思是什么?,心理,网络成瘾,网络成隐同时有研究认为网络成瘾与其他精神,女
1467,20岁,网络成隐同时有研究认为网络成瘾与其他精神心理问题如抑郁、冲动控制障碍、低自我评价等，或者与糟糕的社会关系、缺乏朋友、对外表的不满和残疾等个人生活因素有关。具有成瘾倾向的个体在患网络成瘾前有明显的个性特质，如过分害羞、内向和社会退缩等。麻烦医生帮我说说这个意思是什么?,心理,网络成瘾,网络成隐同时有研究认为网络成瘾与其他精神,女
1468,18岁,经常通宵上网，导致左脸上有很多痘坑，痘印经常通宵上网，导致左脸上有很多痘坑，痘印，需要注意什么，或者买什么产品，吃什么东西会有好处吗？,心理,网络成瘾,经常通宵上网，导致左脸上有很多痘坑，痘印,男
1469,25岁,个人卫生不讲究，没精打采，学业荒废，交流困难，和家长对抗，烦烦，没耐力和耐心,心理,网络成瘾,网络成瘾怎么治疗？,男
1470,15岁,"手机上网成瘾，近2年了不愿出门，无朋友，与同学,父母不沟通，仇恨父亲及爷爷奶奶，母亲有精神病，三观变态。歇斯底里，仇恨太多。父亲性格软弱，无奈。",心理,网络成瘾,孩子高一，手机上网成瘾，不出门，无朋友。,男
1471,14岁,半年来，拿到手机关门闭户玩，越玩越晚。拿走手机则砸烂电视机、门窗、骂爹骂娘、威胁跳楼、烧房子。看了一次医生怀疑焦虑症，断断续续吃过几天药,心理,网络成瘾,手机网络成瘾怎么办,男
1473,16岁,主任您好，我弟弟从初中开始就喜欢上网打游戏家长也管不了，怎么说也不顶用，现在已经上中专了，还是网瘾很重，怎么办啊。,心理,网络成瘾,男孩上网成瘾,男
1474,18岁,自残，生活沮丧，动不动想哭。之前检查神经科初步判断小癫痫但是没有开药,心理,社交恐惧,自残，生活沮丧，动不动想哭。之前检查神经,女
1475,22岁,觉得人生无望没有目标对大多数事情提不起兴趣没办法学习新的知识时常感到沮丧情绪不稳定难过时总有自残的想法偏头痛伴有恶心反胃阶段性失眠或嗜睡敏感偏执,心理,社交恐惧,怀疑自己有抑郁症，是否需要就诊,女
1476,16岁,其实我一直都有点容易脸红，但是基本上都是整张脸红，我特别讨厌自己脸红，就每天都会去想自己脸红的事会觉得特别烦就想让自己不脸红。可能最近冷，教室里开着空调，又是背对着我吹的。所以上课基本脸都是整张脸红，我就心里特别压抑，还有就是老师有时候走到我旁边我也会一下子特别红。我就更难受了，我上课听不进去一直想着自己脸红的问题，有时候什么事情都没发生自己一下子就想着也会特别红这是这周的状态。我觉得这个导致我心里抑郁难受，我也跟老师说过，但是还是解决不了。我就是想让自己不脸红。看到自己脸红真的特别烦。我感觉脸红已经严重影响我的心理和生活了。,心理,社交恐惧,特爱满脸红想到脸红就难受严重影响心理生活,女
1477,25岁,社交恐惧，不喜欢在外面待着，时间长了感觉很难受，去店里吃饭难受，逛街不喜欢别人盯着，尤其是自己一个人的时候，不敢和陌生人对视，心慌。我有时候觉得别人都在盯着自己，我也知道不是，但我控制不住就觉得恐惧心慌。,心理,社交恐惧,社交恐惧，不喜欢在外面待着，时间长了感觉,女
1478,35岁,每次稍微碰一点酒，脸就会特别红，说不上来怎么回事呢，其实家里真的有遗传因素，因为爸也这样，是不是因为喝酒脸红就不可以喝酒呢,心理,社交恐惧,喝酒脸红代表不可以喝酒吗,男
1479,28岁,我每次喝酒的时候，脸都会通红通红的，朋友说喝酒脸红的人不容易喝醉，着这样的吗？,心理,社交恐惧,喝酒脸红的人是不是容易喝醉,男
1480,38岁,我一喝酒就脸红，所以平时很少喝酒，朋友告诉我喝酒脸红的人一般都不容易醉，这种说法是真的吗？,心理,社交恐惧,喝酒脸红的人不容易醉吗,女
1481,26岁,我一喝酒就上脸，脸红，那我喝酒脸红就代表我越能喝吗？,心理,社交恐惧,喝酒脸红的人越能喝?,男
1482,23岁,老一辈的人都有一种说法就是喝酒脸红的人能喝，这是不是真的啊？,心理,社交恐惧,是不是喝酒脸红的人就能喝酒,男
1483,27岁,喝酒了脸上红彤彤的的，芹菜汁可以治疗酒后脸红吗？,心理,社交恐惧,芹菜汁可以治疗酒后脸红吗,女
1484,24岁,我比较喜欢喝酒，但是每次喝酒就很容易脸红，喝酒容易脸红是怎么回事呢？,心理,社交恐惧,喝酒容易脸红是怎么回事呢,女
1485,28岁,我一喝酒就脸红，那喝酒脸红究竟是什么原因呢？,心理,社交恐惧,喝酒脸红是什么原因呢,女
1486,34岁,我的脸总是特别红，我朋友说是因为肝火旺引起的，肝火旺导致脸红怎么办？,心理,社交恐惧,肝火旺导致脸红怎么办,女
1487,31岁,我平时跟别人一说话就容易紧张，怀疑有社交恐惧症，社交恐惧症什么药最好？,心理,社交恐惧,社交恐惧症什么药最好,男
1488,33岁,我老公从来不出门去玩，喜欢呆在家里，医生说是社交恐惧症，能治好吗？,心理,社交恐惧,社交恐惧症能治好吗,男
1489,46岁,请问社交恐惧症是什么？有躯体症状吃什么药？该怎么治疗呢？平时需要注意些什么？,心理,社交恐惧,社交恐惧症有躯体症状吃什么药,男
1490,26岁,不敢和陌生人说话，也不想，我家人说我是社交恐惧症这是什么病啊,心理,社交恐惧,社交恐惧症是什么病,男
1491,25岁,我不敢跟别人交流，一交流就出汗紧张，好像是得了社交恐惧症了，这个该怎么治疗啊,心理,社交恐惧,社交恐惧症的治疗方法有哪些,男
1492,12个月,宝宝最近总是脸特别红，请问四个月宝宝脸红怎么回事呢？,心理,社交恐惧,四个月宝宝脸红怎么回事,女
1493,24个月,我最近观察我家宝宝，发现宝宝的脸很红，我想知道这是怎么回事？,心理,社交恐惧,宝宝脸红是怎么回事,女
1494,5岁,孩子的脸上，我每过一段时间都会有特别红的时候，小孩总是脸红怎么回事？,心理,社交恐惧,小孩总是脸红怎么回事,女
